Time,Vph(A),Vph(B),Vph(C),Vab,Vbc,Vca,Iph(A),Iph(B),Iph(C),Ptotal,Qtotal,P.F.total,Pph(A),Pph(B),Pph(C),Qph(A),Qph(B),Qph(C),P.F(A),P.F(B),P.F(C),Frequency,Sph(A),Sph(B),Sph(C),Stotal
11:24:12,22.28,120.30,197.10,286.20,81.60,207.10,189.00,244.40,270.90,1742.890,681.040,96.80,37.90,193.80,231.60,268.20,178.10,186.30,291.50,74.50,180.60,233.20,44.90,285.20,279.20,2964.19
11:24:17,17.40,31.40,230.60,286.20,81.60,207.10,189.00,244.40,270.90,1742.890,681.040,96.80,37.90,193.80,231.60,268.20,178.10,186.30,291.50,74.50,180.60,233.20,44.90,285.20,279.20,2964.19
11:24:22,17.40,31.40,230.60,103.70,39.90,185.50,159.70,64.10,152.20,80.930,7248.820,216.40,19.90,35.10,123.40,5.90,226.90,88.40,293.30,247.70,153.00,208.60,178.80,47.80,233.80,2663.79
11:24:27,20.50,31.40,230.60,103.70,39.90,185.50,159.70,64.10,152.20,80.930,7248.820,216.40,19.90,35.10,123.40,5.90,226.90,88.40,293.30,247.70,153.00,208.60,178.80,47.80,233.80,2663.79
11:24:32,20.50,218.40,38.80,10.20,158.00,294.70,103.90,105.80,69.30,3763.120,2634.030,97.70,50.30,69.30,202.10,70.10,105.30,283.20,144.40,90.40,52.70,86.90,225.30,76.30,114.20,1073.83
11:24:37,20.50,218.40,38.80,10.20,158.00,294.70,103.90,105.80,69.30,3763.120,2634.030,97.70,50.30,69.30,202.10,70.10,105.30,283.20,144.40,90.40,52.70,86.90,225.30,76.30,114.20,1073.83
11:24:42,21.21,52.00,101.70,158.80,145.70,15.60,133.70,189.70,85.40,7111.450,3562.380,160.50,21.20,48.30,45.10,216.40,38.60,292.60,29.30,74.50,206.90,183.20,189.60,163.20,114.20,1073.83
11:24:47,21.21,52.00,101.70,158.80,145.70,15.60,133.70,189.70,85.40,7111.450,3562.380,160.50,21.20,48.30,45.10,216.40,38.60,292.60,29.30,74.50,206.90,183.20,189.60,163.20,56.60,4993.96
11:24:52,1.71,97.60,276.00,192.90,116.20,234.10,86.30,125.50,100.90,1636.500,6337.130,141.00,172.10,228.50,292.00,290.80,54.60,4.20,72.40,293.70,234.00,60.70,189.60,163.20,56.60,4993.96
11:24:57,1.71,97.60,276.00,192.90,116.20,234.10,86.30,125.50,100.90,1636.500,6337.130,141.00,172.10,228.50,292.00,290.80,54.60,4.20,72.40,293.70,234.00,60.70,55.10,205.90,185.20,1260.45
11:25:2,22.33,20.40,140.60,219.70,3.10,193.70,144.70,220.80,235.60,1994.530,6878.490,162.00,42.30,155.90,288.80,14.10,173.30,226.90,130.40,207.50,32.10,135.00,55.10,205.90,185.20,1260.45
11:25:7,22.33,20.40,140.60,219.70,3.10,193.70,144.70,220.80,235.60,1994.530,6878.490,162.00,42.30,155.90,288.80,14.10,173.30,226.90,130.40,207.50,32.10,135.00,211.70,137.60,263.00,5845.28
11:25:12,9.72,247.70,36.00,20.50,138.60,209.30,132.60,30.60,45.20,7440.020,1724.700,207.40,271.80,159.10,63.90,269.50,189.70,102.40,19.60,84.40,174.60,14.30,211.70,137.60,263.00,5845.28
11:25:17,9.72,247.70,36.00,20.50,138.60,209.30,132.60,30.60,45.20,7440.020,1724.700,207.40,271.80,159.10,63.90,269.50,189.70,102.40,19.60,84.40,174.60,14.30,11.30,203.80,124.30,6109.49
11:25:22,8.62,0.30,298.00,148.40,71.80,6.10,99.90,142.00,254.00,4114.560,2692.180,126.30,288.90,186.70,140.40,205.50,9.20,294.90,72.90,89.30,139.90,239.00,11.30,203.80,124.30,6109.49
11:25:27,8.62,0.30,298.00,148.40,71.80,6.10,99.90,142.00,254.00,4114.560,2692.180,126.30,288.90,186.70,140.40,205.50,9.20,294.90,72.90,89.30,139.90,239.00,274.50,225.70,231.00,3266.96
11:25:32,1.06,211.60,84.40,125.80,71.10,9.40,109.80,101.40,188.00,215.830,3532.580,44.00,243.80,131.00,195.00,160.50,13.30,285.10,30.50,129.10,84.90,195.80,274.50,225.70,231.00,3266.96
11:25:37,1.06,211.60,84.40,125.80,71.10,9.40,109.80,101.40,188.00,215.830,3532.580,44.00,243.80,131.00,195.00,160.50,13.30,285.10,30.50,129.10,84.90,195.80,126.50,154.30,181.20,3005.31
11:25:42,26.43,188.00,280.20,158.80,297.90,118.80,80.50,183.60,226.90,7072.030,3049.700,263.80,229.10,127.60,182.50,250.70,5.20,188.70,40.50,238.60,265.00,73.80,126.50,154.30,181.20,3005.31
11:25:47,26.43,188.00,280.20,158.80,297.90,118.80,80.50,183.60,226.90,7072.030,3049.700,263.80,229.10,127.60,182.50,250.70,5.20,188.70,40.50,238.60,265.00,73.80,98.80,130.30,72.00,2619.91
11:25:52,16.96,260.50,299.20,186.40,32.40,49.90,180.50,49.50,33.80,6947.460,6224.140,140.90,282.00,263.80,10.20,265.80,96.00,173.60,150.80,149.20,133.50,202.20,98.80,130.30,72.00,2619.91
11:25:57,16.96,260.50,299.20,186.40,32.40,49.90,180.50,49.50,33.80,6947.460,6224.140,140.90,282.00,263.80,10.20,265.80,96.00,173.60,150.80,149.20,133.50,202.20,243.70,151.40,122.70,4813.43
11:26:2,9.61,50.00,31.50,16.70,220.40,35.50,169.70,238.50,77.70,1036.330,5240.340,275.50,194.30,122.30,85.60,156.10,80.30,107.10,257.50,40.90,225.20,20.40,243.70,151.40,122.70,4813.43
11:26:7,9.61,50.00,31.50,16.70,220.40,35.50,169.70,238.50,77.70,1036.330,5240.340,275.50,194.30,122.30,85.60,156.10,80.30,107.10,257.50,40.90,225.20,20.40,8.30,270.90,210.30,4344.60
11:26:12,10.39,211.30,100.70,195.10,240.90,236.70,279.30,66.00,192.60,5426.170,7262.240,122.50,101.90,250.40,271.30,228.30,99.10,91.80,268.30,153.80,182.70,13.20,8.30,270.90,210.30,4344.60
11:26:17,10.39,211.30,100.70,195.10,240.90,236.70,279.30,66.00,192.60,5426.170,7262.240,122.50,101.90,250.40,271.30,228.30,99.10,91.80,268.30,153.80,182.70,13.20,24.70,41.60,108.60,6419.17
11:26:22,2.61,29.40,54.80,181.50,10.70,113.50,89.30,199.20,195.10,7008.060,3990.380,136.10,20.00,141.80,209.10,94.60,211.60,279.00,27.60,27.20,270.50,13.20,24.70,41.60,108.60,6419.17
11:26:27,2.61,29.40,54.80,181.50,10.70,113.50,89.30,199.20,195.10,7008.060,3990.380,136.10,20.00,141.80,209.10,94.60,211.60,279.00,27.60,27.20,270.50,272.50,154.80,47.00,150.50,4160.09
11:26:32,28.73,10.60,160.40,241.10,259.90,198.60,287.20,156.00,76.20,3492.240,4005.810,20.90,230.90,159.10,133.20,122.10,117.20,180.10,112.80,27.20,270.50,272.50,154.80,47.00,150.50,4160.09
11:26:37,28.73,10.60,160.40,241.10,259.90,198.60,287.20,156.00,76.20,3492.240,4005.810,20.90,230.90,159.10,133.20,122.10,117.20,180.10,112.80,186.20,149.10,264.40,219.60,139.30,226.70,4697.08
11:26:42,0.05,173.70,175.80,112.50,231.30,233.20,32.00,274.30,183.60,66.680,2335.950,131.30,167.80,67.00,274.40,85.60,117.20,180.10,112.80,186.20,149.10,264.40,219.60,139.30,226.70,4697.08
11:26:47,0.05,173.70,175.80,112.50,231.30,233.20,32.00,274.30,183.60,66.680,2335.950,131.30,167.80,67.00,274.40,85.60,26.50,156.80,40.10,175.10,296.40,55.20,17.10,157.80,48.80,665.93
11:26:52,11.61,239.90,153.10,46.90,3.80,118.20,158.50,217.10,9.70,1450.700,4356.130,299.80,151.60,289.90,274.40,85.60,26.50,156.80,40.10,175.10,296.40,55.20,17.10,157.80,48.80,665.93
11:26:57,11.61,239.90,153.10,46.90,3.80,118.20,158.50,217.10,9.70,1450.700,4356.130,299.80,151.60,289.90,86.70,212.50,177.40,84.50,8.40,207.20,45.00,48.30,65.70,205.30,181.20,7102.99
11:27:2,21.63,134.00,43.60,2.40,162.60,155.10,2.30,1.70,113.90,2577.270,6954.020,299.80,151.60,289.90,86.70,212.50,177.40,84.50,8.40,207.20,45.00,48.30,65.70,205.30,181.20,7102.99
11:27:7,21.63,134.00,43.60,2.40,162.60,155.10,2.30,1.70,113.90,2577.270,6954.020,12.80,60.20,107.60,41.50,50.30,224.10,77.90,267.10,186.10,300.00,74.80,257.40,221.20,226.50,7355.15
11:27:12,20.03,207.10,105.60,11.70,19.30,182.80,82.30,133.20,18.90,1308.280,6954.020,12.80,60.20,107.60,41.50,50.30,224.10,77.90,267.10,186.10,300.00,74.80,257.40,221.20,226.50,7355.15
11:27:17,20.03,207.10,105.60,11.70,19.30,182.80,82.30,133.20,18.90,1308.280,2317.790,7.80,201.30,98.30,75.00,248.80,23.90,141.90,71.50,255.10,137.40,111.20,90.10,118.50,143.10,2208.73
11:27:22,19.38,230.90,182.30,14.80,33.40,191.90,228.80,232.90,207.40,1308.280,2317.790,7.80,201.30,98.30,75.00,248.80,23.90,141.90,71.50,255.10,137.40,111.20,90.10,118.50,143.10,2208.73
11:27:27,19.38,230.90,182.30,14.80,33.40,191.90,228.80,232.90,207.40,4276.310,5642.480,238.30,160.60,214.90,74.30,147.70,26.20,196.60,113.80,179.80,145.90,290.40,207.00,161.60,38.30,6160.34
11:27:32,27.70,189.00,139.30,74.80,264.30,193.70,198.70,232.90,207.40,4276.310,5642.480,238.30,160.60,214.90,74.30,147.70,26.20,196.60,113.80,179.80,145.90,290.40,207.00,161.60,38.30,6160.34
11:27:37,27.70,189.00,139.30,74.80,264.30,193.70,198.70,285.30,223.10,7160.590,1610.470,125.20,198.70,28.00,19.70,180.60,296.30,128.10,38.30,108.40,192.80,196.00,129.20,185.20,220.50,6077.50
11:27:42,5.96,270.80,233.40,294.30,238.50,193.70,198.70,285.30,223.10,7160.590,1610.470,125.20,198.70,28.00,19.70,180.60,296.30,128.10,38.30,108.40,192.80,196.00,129.20,185.20,220.50,6077.50
11:27:47,5.96,270.80,233.40,294.30,238.50,55.20,278.60,252.10,190.10,770.970,4634.200,174.50,164.20,1.80,121.60,252.60,5.20,226.80,116.60,201.10,170.10,31.00,12.90,201.60,239.80,7602.15
11:27:52,7.61,106.40,233.40,294.30,238.50,55.20,278.60,252.10,190.10,770.970,4634.200,174.50,164.20,1.80,121.60,252.60,5.20,226.80,116.60,201.10,170.10,31.00,12.90,201.60,239.80,7602.15
11:27:57,7.61,106.40,37.30,20.90,149.20,146.30,280.00,200.80,42.70,4331.120,4734.780,61.00,279.50,19.30,167.50,205.20,17.40,167.00,155.00,23.50,299.30,217.60,160.40,32.10,122.90,5844.56
11:28:2,7.61,106.40,37.30,20.90,149.20,146.30,280.00,200.80,42.70,4331.120,4734.780,61.00,279.50,19.30,167.50,205.20,17.40,167.00,155.00,23.50,299.30,217.60,160.40,32.10,122.90,5844.56
11:28:7,25.43,137.60,131.00,114.40,63.20,0.60,142.80,104.10,103.90,2125.470,2541.920,15.80,197.60,101.20,121.10,62.90,250.10,289.00,45.60,228.10,269.50,186.10,170.50,122.80,246.10,5844.56
11:28:12,25.43,137.60,131.00,114.40,63.20,0.60,142.80,104.10,103.90,2125.470,2541.920,15.80,197.60,101.20,121.10,62.90,250.10,289.00,45.60,228.10,269.50,186.10,170.50,122.80,246.10,7547.42
11:28:17,27.02,12.80,39.20,233.60,256.20,16.60,245.80,247.80,132.90,3747.490,3847.040,22.60,295.20,229.00,295.10,136.20,188.50,270.80,0.00,215.20,133.50,230.30,64.80,122.80,246.10,7547.42
11:28:22,27.02,12.80,39.20,233.60,256.20,16.60,245.80,247.80,132.90,3747.490,3847.040,22.60,295.20,229.00,295.10,136.20,188.50,270.80,0.00,215.20,133.50,230.30,64.80,293.80,71.00,6736.39
11:28:27,14.09,48.70,139.60,37.70,239.70,270.90,263.80,143.50,7.60,5994.430,2267.090,42.80,12.30,35.50,164.70,295.30,165.00,179.20,242.30,193.70,187.50,5.10,64.80,293.80,71.00,6736.39
11:28:32,14.09,48.70,139.60,37.70,239.70,270.90,263.80,143.50,7.60,5994.430,2267.090,42.80,12.30,35.50,164.70,295.30,165.00,179.20,242.30,193.70,187.50,5.10,281.30,114.90,122.10,4958.46
11:28:37,20.48,128.10,191.90,95.30,221.50,155.20,162.70,296.90,130.50,2990.260,3956.290,18.20,128.80,90.40,285.40,108.30,187.50,255.80,54.60,183.40,124.70,165.80,281.30,114.90,122.10,4958.46
11:28:42,20.48,128.10,191.90,95.30,221.50,155.20,162.70,296.90,130.50,2990.260,3956.290,18.20,128.80,90.40,285.40,108.30,187.50,255.80,54.60,183.40,124.70,165.80,176.70,78.40,127.50,5920.27
11:28:47,11.52,145.60,146.70,223.20,118.50,58.20,292.80,46.40,171.80,4118.600,269.230,171.70,293.90,119.80,174.50,153.60,107.40,51.80,62.00,1.50,65.80,39.60,176.70,78.40,127.50,5920.27
11:28:52,11.52,145.60,146.70,223.20,118.50,58.20,292.80,46.40,171.80,4118.600,269.230,171.70,293.90,119.80,174.50,153.60,107.40,51.80,62.00,1.50,65.80,39.60,282.30,101.70,139.30,7472.74
11:28:57,7.07,194.60,293.30,177.20,63.00,6.10,268.30,95.00,169.20,2116.730,5322.470,77.60,32.30,236.20,230.50,287.30,185.30,175.50,41.20,266.20,6.90,220.60,282.30,101.70,139.30,7472.74
11:29:2,7.07,194.60,293.30,177.20,63.00,6.10,268.30,95.00,169.20,2116.730,5322.470,77.60,32.30,236.20,230.50,287.30,185.30,175.50,41.20,266.20,6.90,220.60,108.80,108.30,225.80,3966.36
11:29:7,27.18,213.80,178.60,236.00,22.40,100.50,236.50,21.20,45.00,2038.640,2064.950,211.00,129.80,36.90,6.40,299.30,172.00,123.40,185.60,237.40,286.60,59.30,108.80,108.30,225.80,3966.36
11:29:12,27.18,213.80,178.60,236.00,22.40,100.50,236.50,21.20,45.00,2038.640,2064.950,211.00,129.80,36.90,6.40,299.30,172.00,123.40,185.60,237.40,286.60,59.30,119.40,298.20,14.90,4567.26
11:29:17,1.07,54.00,97.20,215.30,236.40,106.40,285.40,119.00,200.10,7391.130,5508.370,258.00,7.80,280.20,279.50,263.50,38.80,204.70,222.30,211.00,81.30,187.80,119.40,298.20,14.90,4567.26
11:29:22,1.07,54.00,97.20,215.30,236.40,106.40,285.40,119.00,200.10,7391.130,5508.370,258.00,7.80,280.20,279.50,263.50,38.80,204.70,222.30,211.00,81.30,187.80,5.90,56.20,60.00,3012.65
11:29:27,7.23,60.60,48.80,110.10,10.10,86.40,120.50,153.30,244.10,6135.890,2381.190,160.60,153.90,31.40,56.60,296.40,272.60,7.10,8.90,158.10,182.00,291.90,5.90,56.20,60.00,3012.65
11:29:32,7.23,60.60,48.80,110.10,10.10,86.40,120.50,153.30,244.10,6135.890,2381.190,160.60,153.90,31.40,56.60,296.40,272.60,7.10,8.90,158.10,182.00,291.90,130.40,14.40,44.60,2281.87
11:29:37,4.41,88.00,34.10,178.50,41.20,259.60,77.60,200.20,74.10,323.230,2345.050,205.30,250.10,223.80,286.10,261.50,215.30,40.30,190.60,291.20,163.90,75.30,130.40,14.40,44.60,2281.87
11:29:42,4.41,88.00,34.10,178.50,41.20,259.60,77.60,200.20,74.10,323.230,2345.050,205.30,250.10,223.80,286.10,261.50,215.30,40.30,190.60,291.20,163.90,75.30,299.10,285.50,273.80,3449.16
11:29:47,23.59,60.80,275.50,21.20,247.90,299.70,3.00,24.10,46.80,6561.350,2917.000,16.80,26.50,22.90,182.50,284.10,27.30,32.30,13.20,210.60,289.90,71.60,299.10,285.50,273.80,3449.16
11:29:52,23.59,60.80,275.50,21.20,247.90,299.70,3.00,24.10,46.80,6561.350,2917.000,16.80,26.50,22.90,182.50,284.10,27.30,32.30,13.20,210.60,289.90,71.60,253.80,11.40,122.60,6100.25
11:29:57,15.45,277.10,82.30,62.80,146.50,202.80,6.50,265.80,248.70,468.700,5126.740,11.60,198.10,45.90,35.70,166.80,88.30,68.30,21.10,35.60,289.90,71.60,253.80,11.40,122.60,6100.25
11:30:2,15.45,277.10,82.30,62.80,146.50,202.80,6.50,265.80,248.70,468.700,5126.740,11.60,198.10,45.90,35.70,166.80,88.30,68.30,21.10,35.60,54.10,106.80,200.40,167.00,242.30,494.00
11:30:7,27.90,270.30,196.70,34.50,176.40,209.50,175.40,218.00,100.80,1342.620,2514.110,150.50,122.70,227.80,234.50,4.50,291.80,116.30,21.10,35.60,54.10,106.80,200.40,167.00,242.30,494.00
11:30:12,27.90,270.30,196.70,34.50,176.40,209.50,175.40,218.00,100.80,1342.620,2514.110,150.50,122.70,227.80,234.50,4.50,291.80,116.30,119.50,74.60,287.10,123.80,42.70,160.70,197.80,5945.07
11:30:17,15.88,7.00,134.50,153.30,172.10,135.00,145.50,142.10,7.90,7278.850,5534.770,97.90,245.40,46.80,271.80,4.50,291.80,116.30,119.50,74.60,287.10,123.80,42.70,160.70,197.80,5945.07
11:30:22,15.88,7.00,134.50,153.30,172.10,135.00,145.50,142.10,7.90,7278.850,5534.770,97.90,245.40,46.80,271.80,183.80,120.30,206.20,215.90,79.50,50.80,282.00,220.40,208.30,110.40,4041.33
11:30:27,14.74,205.40,27.70,196.90,166.90,135.00,207.30,238.60,293.70,6717.740,5233.300,167.70,9.60,46.80,271.80,183.80,120.30,206.20,215.90,79.50,50.80,282.00,220.40,208.30,110.40,4041.33
11:30:32,14.74,205.40,27.70,196.90,166.90,135.00,207.30,238.60,293.70,6717.740,5233.300,167.70,9.60,239.90,295.50,293.40,63.80,209.70,123.80,109.10,264.10,177.10,18.90,110.90,112.60,3529.89
11:30:37,28.58,283.10,172.80,131.40,174.10,262.10,88.80,37.20,243.80,4574.250,1498.260,167.70,9.60,239.90,295.50,293.40,63.80,209.70,123.80,109.10,264.10,177.10,18.90,110.90,112.60,3529.89
11:30:42,28.58,283.10,172.80,131.40,174.10,262.10,88.80,37.20,243.80,4574.250,1476.840,11.00,296.00,20.10,180.40,163.40,61.30,38.20,105.20,96.00,207.50,19.20,265.20,249.90,251.50,7566.44
11:30:47,14.81,198.40,209.90,194.60,185.10,261.40,183.60,216.00,204.00,1648.170,1476.840,11.00,296.00,20.10,180.40,163.40,61.30,38.20,105.20,96.00,207.50,19.20,265.20,249.90,251.50,7566.44
11:30:52,14.81,198.40,209.90,194.60,185.10,261.40,183.60,216.00,204.00,1650.460,4074.550,36.60,80.70,41.50,261.30,147.80,219.00,272.00,180.50,201.40,41.70,54.60,23.60,0.60,138.30,4024.40
11:30:57,5.99,202.80,266.40,255.30,217.70,226.40,83.30,295.10,204.00,1650.460,4074.550,36.60,80.70,41.50,261.30,147.80,219.00,272.00,180.50,201.40,41.70,54.60,23.60,0.60,138.30,4024.40
11:31:2,5.99,202.80,266.40,255.30,217.70,226.40,83.30,295.10,107.50,6379.700,1920.300,160.00,57.50,54.20,111.90,43.00,158.30,84.70,120.60,298.40,227.70,177.40,71.20,50.60,137.50,741.77
11:31:7,17.94,58.80,61.70,292.40,197.60,112.80,83.30,295.10,107.50,6379.700,1920.300,160.00,57.50,54.20,111.90,43.00,158.30,84.70,120.60,298.40,227.70,177.40,71.20,50.60,137.50,741.77
11:31:12,17.94,58.80,61.70,292.40,197.60,112.80,36.10,171.00,257.10,4112.890,6145.120,102.90,134.60,82.60,268.40,298.70,280.40,265.10,2.70,119.90,288.70,277.00,280.10,236.40,40.20,224.85
11:31:17,9.43,71.20,262.00,146.40,197.60,112.80,36.10,171.00,257.10,4112.890,6145.120,102.90,134.60,82.60,268.40,298.70,280.40,265.10,2.70,119.90,288.70,277.00,280.10,236.40,40.20,224.85
11:31:22,9.43,71.20,262.00,146.40,232.40,253.60,78.60,24.80,166.60,45.930,2754.050,85.60,269.00,81.40,11.60,24.40,71.60,97.70,204.30,236.00,222.30,163.50,62.70,182.30,129.90,7442.35
11:31:27,26.23,71.20,262.00,146.40,232.40,253.60,78.60,24.80,166.60,45.930,2754.050,85.60,269.00,81.40,11.60,24.40,71.60,97.70,204.30,236.00,222.30,163.50,62.70,182.30,129.90,7442.35
11:31:32,26.23,51.10,4.90,15.90,243.80,42.00,90.70,137.40,67.90,595.410,5450.830,43.90,281.50,128.30,100.50,120.60,14.00,296.40,296.20,197.70,138.60,265.20,188.80,198.80,193.20,1919.21
11:31:37,26.23,51.10,4.90,15.90,243.80,42.00,90.70,137.40,67.90,595.410,5450.830,43.90,281.50,128.30,100.50,120.60,14.00,296.40,296.20,197.70,138.60,265.20,188.80,198.80,193.20,1919.21
11:31:42,19.21,182.30,281.60,222.10,98.70,238.50,39.60,21.90,98.50,806.410,4829.020,251.90,288.30,97.80,131.20,202.20,186.80,203.20,14.60,186.80,193.00,240.30,288.20,276.10,30.10,1919.21
11:31:47,19.21,182.30,281.60,222.10,98.70,238.50,39.60,21.90,98.50,806.410,4829.020,251.90,288.30,97.80,131.20,202.20,186.80,203.20,14.60,186.80,193.00,240.30,288.20,276.10,30.10,2420.64
11:31:52,6.13,69.50,65.10,265.00,24.60,19.10,199.90,245.10,150.40,537.750,2421.690,33.10,114.30,126.80,34.00,71.10,268.50,190.20,95.80,22.00,120.50,16.50,288.20,276.10,30.10,2420.64
11:31:57,6.13,69.50,65.10,265.00,24.60,19.10,199.90,245.10,150.40,537.750,2421.690,33.10,114.30,126.80,34.00,71.10,268.50,190.20,95.80,22.00,120.50,16.50,32.50,46.00,294.60,7305.42
11:32:2,11.05,91.20,59.60,14.80,67.10,271.70,47.20,227.70,95.50,4925.650,2178.840,66.40,211.10,34.80,0.60,284.90,263.20,146.80,184.40,81.00,107.40,102.20,32.50,46.00,294.60,7305.42
11:32:7,11.05,91.20,59.60,14.80,67.10,271.70,47.20,227.70,95.50,4925.650,2178.840,66.40,211.10,34.80,0.60,284.90,263.20,146.80,184.40,81.00,107.40,102.20,22.70,31.60,162.90,293.12
11:32:12,6.31,179.00,193.10,67.20,128.00,64.40,264.90,143.50,47.80,1044.590,4770.290,188.20,200.30,295.40,143.50,105.70,200.20,203.90,151.80,292.60,36.30,47.70,22.70,31.60,162.90,293.12
11:32:17,6.31,179.00,193.10,67.20,128.00,64.40,264.90,143.50,47.80,1044.590,4770.290,188.20,200.30,295.40,143.50,105.70,200.20,203.90,151.80,292.60,36.30,47.70,99.70,163.70,66.50,1595.04
11:32:22,4.36,278.20,269.90,38.50,295.70,270.20,99.80,63.50,87.80,2333.090,5222.080,130.40,208.80,58.30,123.50,10.50,100.20,134.80,249.10,159.20,20.30,128.20,99.70,163.70,66.50,1595.04
11:32:27,4.36,278.20,269.90,38.50,295.70,270.20,99.80,63.50,87.80,2333.090,5222.080,130.40,208.80,58.30,123.50,10.50,100.20,134.80,249.10,159.20,20.30,128.20,19.90,274.70,168.90,1440.68
11:32:32,22.16,269.50,251.10,4.70,89.60,263.70,263.80,84.50,234.00,3075.670,4443.110,282.30,23.20,247.90,253.80,230.10,278.80,35.80,119.50,229.10,29.60,62.60,19.90,274.70,168.90,1440.68
11:32:37,22.16,269.50,251.10,4.70,89.60,263.70,263.80,84.50,234.00,3075.670,4443.110,282.30,23.20,247.90,253.80,230.10,278.80,35.80,119.50,229.10,29.60,62.60,112.40,81.30,64.00,900.76
11:32:42,12.45,142.00,169.80,118.90,182.30,139.00,272.50,235.70,161.10,2714.310,6142.630,221.30,54.80,162.60,34.90,230.60,211.40,30.30,97.80,40.30,260.10,160.10,112.40,81.30,64.00,900.76
11:32:47,12.45,142.00,169.80,118.90,182.30,139.00,272.50,235.70,161.10,2714.310,6142.630,221.30,54.80,162.60,34.90,230.60,211.40,30.30,97.80,40.30,260.10,160.10,79.60,12.80,234.30,2833.65
11:32:52,28.01,233.80,297.40,168.60,130.60,148.30,243.00,97.10,78.90,2787.700,4651.830,168.50,75.20,112.60,285.40,95.80,14.00,99.20,212.80,45.30,189.10,113.40,79.60,12.80,234.30,2833.65
11:32:57,28.01,233.80,297.40,168.60,130.60,148.30,243.00,97.10,78.90,2787.700,4651.830,168.50,75.20,112.60,285.40,95.80,14.00,99.20,212.80,45.30,189.10,113.40,230.70,239.70,233.60,3462.25
11:33:2,19.43,12.10,170.20,26.40,108.50,39.10,40.60,196.40,88.50,4523.450,7499.950,187.60,270.60,134.70,6.20,208.60,76.80,75.40,137.00,56.10,46.30,210.70,230.70,239.70,233.60,3462.25
11:33:7,19.43,12.10,170.20,26.40,108.50,39.10,40.60,196.40,88.50,4523.450,7499.950,187.60,270.60,134.70,6.20,208.60,76.80,75.40,137.00,56.10,46.30,210.70,120.90,159.60,6.40,1616.38
11:33:12,22.90,131.30,244.80,281.30,197.70,123.00,193.50,183.60,266.60,6722.220,5681.990,164.80,77.70,86.90,141.30,290.00,40.50,136.20,203.70,285.60,177.30,71.00,120.90,159.60,6.40,1616.38
11:33:17,22.90,131.30,244.80,281.30,197.70,123.00,193.50,183.60,266.60,6722.220,5681.990,164.80,77.70,86.90,141.30,290.00,40.50,136.20,203.70,285.60,177.30,71.00,255.50,143.80,108.20,2003.67
11:33:22,15.35,42.00,35.00,2.40,149.20,63.10,180.60,167.20,81.70,4459.170,7047.880,122.00,77.40,2.80,268.50,156.50,178.20,177.60,200.20,85.90,69.80,71.00,255.50,143.80,108.20,2003.67
11:33:27,15.35,42.00,35.00,2.40,149.20,63.10,180.60,167.20,81.70,4459.170,7047.880,122.00,77.40,2.80,268.50,156.50,178.20,177.60,200.20,85.90,69.80,16.40,139.00,11.40,125.90,672.20
11:33:32,25.44,62.10,32.10,199.40,204.50,236.00,16.60,176.80,26.40,7179.990,578.780,51.60,68.40,116.60,252.40,233.40,228.50,26.80,261.80,85.90,69.80,16.40,139.00,11.40,125.90,672.20
11:33:37,25.44,62.10,32.10,199.40,204.50,236.00,16.60,176.80,26.40,7179.990,578.780,51.60,68.40,116.60,252.40,233.40,228.50,26.80,261.80,121.60,165.80,229.70,6.50,97.00,222.40,2361.00
11:33:42,4.62,127.10,157.70,238.50,140.90,217.40,116.10,213.30,121.80,5637.500,6276.180,21.80,73.80,230.60,145.40,296.60,228.50,26.80,261.80,121.60,165.80,229.70,6.50,97.00,222.40,2361.00
11:33:47,4.62,127.10,157.70,238.50,140.90,217.40,116.10,213.30,121.80,5637.500,6276.180,21.80,73.80,230.60,145.40,296.60,201.70,71.10,282.30,179.90,232.90,166.40,195.40,170.00,253.60,52.42
11:33:52,26.80,131.20,250.60,290.10,214.20,232.00,60.00,111.60,179.00,999.240,1303.230,110.40,16.40,143.90,145.40,296.60,201.70,71.10,282.30,179.90,232.90,166.40,195.40,170.00,253.60,52.42
11:33:57,26.80,131.20,250.60,290.10,214.20,232.00,60.00,111.60,179.00,999.240,1303.230,110.40,16.40,143.90,253.30,234.50,64.50,57.60,154.20,160.20,26.40,14.50,289.60,51.30,141.80,7450.05
11:34:2,28.64,268.20,49.70,114.00,83.50,51.20,104.40,13.80,142.40,3944.760,3415.670,201.00,16.40,143.90,253.30,234.50,64.50,57.60,154.20,160.20,26.40,14.50,289.60,51.30,141.80,7450.05
11:34:7,28.64,268.20,49.70,114.00,83.50,51.20,104.40,13.80,142.40,3944.760,3415.670,201.00,296.20,134.60,88.60,26.40,3.00,92.80,107.80,75.00,149.80,57.00,272.80,261.50,167.20,5877.58
11:34:12,2.52,21.10,277.20,33.80,125.60,54.40,55.70,203.60,89.90,1322.600,3415.670,201.00,296.20,134.60,88.60,26.40,3.00,92.80,107.80,75.00,149.80,57.00,272.80,261.50,167.20,5877.58
11:34:17,2.52,21.10,277.20,33.80,125.60,54.40,55.70,203.60,89.90,1322.600,5256.690,63.80,245.70,141.70,208.80,200.50,29.30,125.80,196.90,110.90,276.20,3.50,221.70,260.40,141.50,246.08
